user_id,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Open_Prod,Close_Prod,Total_Rel_Chng,Total_Rel_Chng_Ratio,Open_Prod_Q1,Open_Prod_Q2,Open_Prod_Q3,Open_Prod_Q4,Close_Prod_Q1,Close_Prod_Q2,Close_Prod_Q3,Close_Prod_Q4,Contacts_Count_12_mon,Total_Trans_Ct_12_mon,Total_Buy_Amt,Total_Dep_Amt
712788258,Existing Customer,48,M,3,College,Married,$40K - $60K,Blue,34,2,1,5,-2,-1.0,"","","",1,1,1,2,1,6,90,135968,99164
713005908,Existing Customer,47,F,2,Graduate,Married,$40K - $60K,Blue,36,5,4,7,2,0.4,1,"",2,1,2,2,1,2,11,88,103400,110029
713039808,Existing Customer,45,M,4,College,Married,Less than $40K,Blue,32,3,4,1,6,2.0,2,"","",2,"","",1,"",5,106,156840,141428
714001008,Existing Customer,56,M,1,Uneducated,Divorced,$120K +,Blue,36,1,4,6,-1,-1.0,"",3,1,"",1,1,2,2,10,116,146095,150259
714216033,Existing Customer,51,M,3,Doctorate,Married,$120K +,Blue,42,4,6,3,7,1.75,1,3,2,"",2,1,"","",9,99,133183,111959
714417183,Existing Customer,39,F,1,Uneducated,Unknown,Less than $40K,Blue,31,1,5,5,1,1.0,1,"","",4,1,2,2,"",10,85,114927,105223
714693708,Existing Customer,45,F,3,Graduate,Married,$40K - $60K,Blue,36,3,3,2,4,1.33,1,"",1,1,"","",1,1,5,105,145383,136352
716564433,Attrited Customer,53,F,1,Graduate,Single,Less than $40K,Blue,36,3,4,6,1,0.33,1,2,1,"",1,1,"",4,10,100,140947,107989
716581983,Existing Customer,56,F,0,College,Married,$40K - $60K,Blue,36,5,7,6,6,1.2,1,2,3,1,1,2,3,"",13,101,139464,129027
716773533,Existing Customer,33,M,3,Graduate,Married,$60K - $80K,Blue,36,5,7,3,9,1.8,2,2,1,2,"",1,2,"",10,98,117177,136068
716982483,Existing Customer,49,F,2,Graduate,Married,Less than $40K,Blue,38,3,5,7,1,0.33,1,2,1,1,2,1,2,2,12,83,117315,120713
717960033,Existing Customer,52,F,1,Graduate,Single,Less than $40K,Blue,44,6,6,4,8,1.33,1,"",1,4,"","",2,2,10,81,96101,88236
718458858,Attrited Customer,41,M,4,Graduate,Single,$80K - $120K,Silver,29,2,9,3,8,4.0,2,2,3,2,"",1,1,1,12,79,129050,71468
718602708,Existing Customer,43,M,3,Graduate,Single,$80K - $120K,Blue,33,3,3,3,3,1.0,1,2,"","","",1,1,1,6,100,126353,146458
718655808,Existing Customer,44,F,3,Uneducated,Married,Less than $40K,Silver,36,3,9,4,8,2.67,2,4,3,"","",1,2,1,13,92,100682,129675
718732833,Attrited Customer,56,F,1,College,Single,Less than $40K,Blue,48,4,8,7,5,1.25,1,4,1,2,2,1,1,3,15,103,129748,117876
719051733,Existing Customer,63,M,0,College,Single,$60K - $80K,Blue,51,4,6,8,2,0.5,3,1,"",2,2,4,1,1,14,102,128415,136739
719207733,Existing Customer,61,F,0,High School,Married,Less than $40K,Blue,53,5,7,8,4,0.8,2,2,2,1,3,1,2,2,15,101,167882,93577
719452308,Existing Customer,30,F,0,Graduate,Married,Less than $40K,Blue,23,5,7,2,10,2.0,2,2,1,2,1,"",1,"",9,85,103223,106756
720013083,Existing Customer,30,F,0,Post-Graduate,Single,Less than $40K,Blue,18,6,"",7,"","","","","","",2,1,1,3,7,96,127011,109826
720064158,Existing Customer,51,F,3,Post-Graduate,Married,Less than $40K,Blue,36,4,7,"","","",4,1,1,1,"","","","",7,97,133799,148477
720529308,Attrited Customer,63,M,0,High School,Single,$60K - $80K,Blue,48,5,6,1,10,2.0,2,1,2,1,"","","",1,7,108,135220,125124
721290708,Existing Customer,50,M,1,Uneducated,Single,$60K - $80K,Blue,30,1,10,3,8,8.0,2,1,2,5,"","",1,2,13,98,148796,113443
756639708,Existing Customer,46,F,2,Unknown,Married,Unknown,Silver,39,1,5,8,-2,-2.0,1,1,3,"",1,1,1,5,13,90,107952,138768
759947433,Existing Customer,53,M,3,Graduate,Married,$120K +,Blue,46,1,12,7,6,6.0,4,2,3,3,2,3,2,"",19,102,127233,138409
767256933,Existing Customer,43,M,5,Uneducated,Married,$60K - $80K,Blue,36,6,6,5,7,1.17,1,"",3,2,1,1,2,1,11,104,116695,141939
770268933,Existing Customer,44,M,5,Unknown,Married,$60K - $80K,Silver,38,3,4,5,2,0.67,3,"","",1,1,2,1,1,9,102,143536,121697
780720258,Attrited Customer,45,M,4,High School,Divorced,Less than $40K,Blue,34,4,5,5,4,1.0,"",2,2,1,1,2,1,1,10,104,150107,122891
789087858,Existing Customer,60,F,0,Graduate,Married,$40K - $60K,Blue,48,4,4,6,2,0.5,1,2,"",1,2,2,"",2,10,85,114408,111210
789314133,Existing Customer,37,M,1,High School,Married,$60K - $80K,Blue,27,6,5,3,8,1.33,1,2,1,1,2,"","",1,8,91,95911,118126
789345408,Existing Customer,39,F,2,College,Married,$40K - $60K,Blue,29,5,4,4,5,1.0,"",2,1,1,1,"",2,1,8,91,127626,107028
789541458,Existing Customer,35,F,1,High School,Married,Less than $40K,Blue,28,6,4,4,6,1.0,"","",1,3,1,2,"",1,8,88,105932,111668
803124408,Attrited Customer,41,F,3,Unknown,Married,Unknown,Blue,35,2,8,3,7,3.5,1,2,5,"","","",3,"",11,81,107185,88346
809296308,Existing Customer,46,M,2,College,Single,$80K - $120K,Blue,41,4,3,9,-2,-0.5,"",1,1,1,4,4,1,"",12,86,127635,89773
816549933,Existing Customer,50,M,4,High School,Divorced,$80K - $120K,Blue,45,4,2,4,2,0.5,1,"","",1,"",2,"",2,6,88,113598,127140
819966033,Existing Customer,32,M,0,Graduate,Single,Unknown,Blue,27,6,4,1,9,1.5,"",1,"",3,1,"","","",5,85,91720,123819
708269583,Existing Customer,42,F,3,Uneducated,Divorced,Less than $40K,Blue,28,6,5,6,5,0.83,1,"",2,2,1,"",2,3,11,112,146577,158997
708276183,Attrited Customer,52,F,3,Post-Graduate,Married,Less than $40K,Blue,45,2,8,10,0,0.0,2,2,2,2,4,"",2,4,18,116,157035,144781
708290208,Existing Customer,43,F,3,High School,Married,Less than $40K,Silver,31,3,1,4,0,0.0,1,"","","","",2,1,1,5,86,99237,109949
708316008,Attrited Customer,59,F,1,Graduate,Single,Unknown,Blue,36,3,5,6,2,0.67,"","",2,3,2,1,2,1,11,86,90591,129105
708646233,Existing Customer,44,F,1,Unknown,Divorced,Unknown,Blue,36,3,4,4,3,1.0,"",1,2,1,"",2,"",2,8,93,148904,95487
708944958,Existing Customer,47,M,2,Uneducated,Single,$60K - $80K,Blue,40,5,5,4,6,1.2,1,"",2,2,1,1,"",2,9,101,145985,119476
709082808,Existing Customer,53,F,2,High School,Married,Less than $40K,Blue,36,2,4,8,-2,-1.0,2,2,"","",1,1,3,3,12,108,160209,128362
709208808,Existing Customer,50,F,1,Uneducated,Married,Less than $40K,Blue,36,5,2,6,1,0.2,2,"","","",1,2,1,2,8,99,80388,188619
709278258,Attrited Customer,54,M,2,Unknown,Married,$40K - $60K,Blue,44,4,3,2,5,1.25,1,1,"",1,"","","",2,5,95,144591,90790
709615458,Existing Customer,54,M,3,Graduate,Married,$120K +,Blue,44,2,7,5,4,2.0,3,"",3,1,1,2,2,"",12,92,128655,107178
710563458,Existing Customer,43,F,1,Graduate,Divorced,Unknown,Blue,30,5,8,5,8,1.6,3,2,1,2,"",1,3,1,13,91,108432,123891
710748483,Existing Customer,56,F,1,High School,Single,Less than $40K,Blue,43,3,10,5,8,2.67,6,2,2,"",1,1,2,1,15,94,131773,101003
710789058,Existing Customer,55,M,1,Graduate,Single,$120K +,Blue,42,4,5,9,0,0.0,2,1,1,1,1,"",4,4,14,88,103937,117013
710975883,Existing Customer,51,F,3,Uneducated,Married,Less than $40K,Blue,43,3,6,1,8,2.67,1,2,1,2,"",1,"","",7,97,165937,101481
711264033,Existing Customer,47,M,3,Doctorate,Divorced,$40K - $60K,Blue,36,4,9,5,8,2.0,4,2,1,2,2,1,1,1,14,76,111149,85263
712191783,Existing Customer,49,M,4,High School,Married,$120K +,Gold,36,1,4,8,-3,-3.0,3,1,"","",3,1,2,2,12,88,111024,114862
712208658,Existing Customer,43,M,2,High School,Single,$60K - $80K,Blue,33,1,6,1,6,6.0,1,2,3,"","","","",1,7,95,159371,92325
712340733,Existing Customer,42,F,2,Graduate,Unknown,Unknown,Blue,34,5,2,9,-2,-0.4,1,"",1,"",4,2,2,1,11,89,113201,105837
712869783,Existing Customer,56,F,3,Graduate,Single,Less than $40K,Blue,36,5,1,7,-1,-0.2,1,"","","",1,2,1,3,8,90,105158,131890
713153733,Attrited Customer,49,F,2,Graduate,Unknown,Less than $40K,Blue,29,6,9,5,10,1.67,3,2,2,2,1,"",1,3,14,119,148839,139845
713389233,Existing Customer,49,F,3,High School,Single,Unknown,Silver,36,3,8,8,3,1.0,1,4,"",3,2,3,3,"",16,92,140963,107485
713564208,Existing Customer,34,F,1,Graduate,Unknown,Less than $40K,Blue,23,4,7,2,9,2.25,2,"",4,1,"",1,1,"",9,86,102580,104105
714893733,Existing Customer,55,M,1,High School,Married,$80K - $120K,Blue,45,3,4,9,-2,-0.67,"",2,"",2,2,"",2,5,13,92,140895,117595
715199808,Existing Customer,39,F,3,Graduate,Unknown,Unknown,Silver,30,6,5,4,7,1.17,1,"",2,2,1,2,"",1,9,95,139398,115390
715361433,Existing Customer,53,F,2,High School,Single,Less than $40K,Blue,36,2,4,7,-1,-0.5,2,1,1,"",2,"",2,3,11,104,113569,141480
715856208,Existing Customer,47,M,3,Graduate,Single,$60K - $80K,Blue,36,5,6,1,10,2.0,2,"",4,"","","","",1,7,76,135151,68540
716118633,Existing Customer,43,M,2,Post-Graduate,Divorced,$60K - $80K,Blue,36,6,4,4,6,1.0,"",2,1,1,1,2,"",1,8,75,118209,98967
716689383,Existing Customer,39,F,2,Graduate,Married,$40K - $60K,Blue,26,4,2,6,0,0.0,"","","",2,3,2,1,"",8,94,137527,109303
716823408,Existing Customer,65,M,0,Doctorate,Single,Unknown,Blue,56,3,8,4,7,2.33,3,4,1,"",1,1,1,1,12,80,134704,77684
717135333,Existing Customer,50,F,1,Graduate,Single,Unknown,Blue,36,3,4,7,0,0.0,4,"","","",2,1,3,1,11,98,110777,140691
717518733,Attrited Customer,56,F,2,High School,Married,Less than $40K,Blue,46,4,2,4,2,0.5,1,"","",1,1,2,"",1,6,82,136331,77144
718304583,Attrited Customer,43,M,2,Unknown,Married,$60K - $80K,Gold,33,1,4,3,2,2.0,1,1,"",2,1,"","",2,7,112,152736,134768
718570158,Existing Customer,54,F,4,College,Single,Less than $40K,Blue,44,3,6,5,4,1.33,1,1,3,1,1,2,"",2,11,99,126981,145298
718755483,Existing Customer,44,M,2,High School,Married,$60K - $80K,Blue,36,3,8,2,9,3.0,"",3,3,2,"","",1,1,10,113,154275,151039
719054733,Existing Customer,52,F,0,Post-Graduate,Single,Less than $40K,Blue,40,4,3,10,-3,-0.75,1,1,1,"",2,1,3,4,13,103,95712,159851
719838558,Existing Customer,46,M,2,Uneducated,Single,$60K - $80K,Blue,35,1,6,4,3,3.0,2,1,1,2,1,2,"",1,10,87,127786,98445
719940483,Existing Customer,51,F,1,Graduate,Married,$40K - $60K,Blue,43,2,7,10,-1,-0.5,2,2,2,1,1,3,4,2,17,97,115204,115348
720198183,Existing Customer,42,M,5,College,Married,$40K - $60K,Blue,27,1,7,2,6,6.0,2,"",4,1,1,1,"","",9,111,141813,130635
720418383,Existing Customer,45,F,3,Unknown,Single,Unknown,Blue,27,4,"",2,"","","","","","",1,"","",1,2,115,165471,125327
720527058,Existing Customer,39,F,1,Graduate,Single,Less than $40K,Blue,24,4,8,1,11,2.75,2,3,2,1,1,"","","",9,89,117037,102495
721399833,Existing Customer,43,F,2,High School,Married,$40K - $60K,Blue,34,3,2,5,0,0.0,"","",1,1,1,"",3,1,7,90,114763,103696
754872333,Existing Customer,50,M,2,Graduate,Married,$120K +,Blue,43,3,3,7,-1,-0.33,1,1,"",1,1,2,2,2,10,104,155559,106055
757481283,Existing Customer,35,M,3,College,Married,$60K - $80K,Blue,28,4,2,7,-1,-0.25,1,"","",1,1,4,1,1,9,80,85013,120116
758086458,Existing Customer,46,F,3,Graduate,Married,Unknown,Blue,39,3,5,4,4,1.33,"",1,3,1,1,"","",3,9,99,134833,130742
771869508,Existing Customer,51,F,2,Uneducated,Married,Less than $40K,Blue,40,4,3,7,0,0.0,1,"",1,1,3,1,2,1,10,85,123931,89103
771922008,Existing Customer,57,F,2,Unknown,Single,Less than $40K,Blue,46,5,2,3,4,0.8,"","",1,1,"",2,1,"",5,97,124326,126647
778574283,Existing Customer,53,F,1,Uneducated,Married,$40K - $60K,Blue,46,5,4,3,6,1.2,2,"",2,"","","",1,2,7,91,133006,92925
778718658,Existing Customer,33,F,2,High School,Divorced,Unknown,Blue,15,3,7,4,6,2.0,2,2,"",3,3,"",1,"",11,92,130408,131513
779422458,Existing Customer,31,F,1,Unknown,Divorced,Less than $40K,Blue,13,2,9,6,5,2.5,2,3,2,2,1,3,1,1,15,117,162525,143152
779759058,Existing Customer,52,M,0,Graduate,Single,$120K +,Blue,41,6,8,1,13,2.17,1,2,3,2,"","","",1,9,92,123280,112398
788694558,Existing Customer,53,F,3,Uneducated,Single,Less than $40K,Blue,40,5,5,5,5,1.0,2,"","",3,1,2,1,1,10,89,106367,103997
789304983,Existing Customer,44,M,0,Unknown,Married,$40K - $60K,Silver,34,2,7,5,4,2.0,3,1,2,1,1,"",2,2,12,98,116825,120410
789412458,Attrited Customer,44,M,2,Post-Graduate,Married,$60K - $80K,Blue,34,6,4,8,2,0.33,"",3,"",1,1,"",3,4,12,74,114220,87919
796196733,Existing Customer,52,F,2,Unknown,Single,$40K - $60K,Blue,46,4,5,7,2,0.5,"",2,2,1,1,1,2,3,12,91,131389,121614
807149058,Existing Customer,48,F,5,Unknown,Married,Less than $40K,Blue,43,1,5,3,3,3.0,4,"",1,"",1,"","",2,8,93,138283,104234
807990108,Existing Customer,44,M,1,Uneducated,Divorced,$120K +,Blue,39,3,6,8,1,0.33,1,4,"",1,4,"",1,3,14,102,123990,125740
809631483,Existing Customer,42,M,3,Post-Graduate,Unknown,$80K - $120K,Blue,37,1,3,9,-5,-5.0,1,1,1,"",1,3,3,2,12,93,133539,121466
811532208,Existing Customer,51,M,4,Graduate,Married,$40K - $60K,Silver,46,3,6,4,5,1.67,2,1,1,2,"",3,"",1,10,91,98098,132416
708373083,Attrited Customer,40,F,4,Unknown,Married,$40K - $60K,Blue,30,1,4,8,-3,-3.0,"",1,3,"",2,1,2,3,12,107,107740,167674
709250508,Existing Customer,63,M,1,Uneducated,Single,Less than $40K,Blue,56,3,5,4,4,1.33,1,1,"",3,"",2,"",2,9,76,96512,95626
709306983,Existing Customer,44,F,2,Post-Graduate,Married,Less than $40K,Silver,36,6,4,4,6,1.0,1,2,"",1,3,"","",1,8,100,148510,103844
709769283,Existing Customer,36,F,4,Unknown,Divorced,Unknown,Blue,16,6,2,6,2,0.33,"","",1,1,3,2,"",1,8,96,146092,98793
710086308,Existing Customer,46,F,4,High School,Unknown,$40K - $60K,Blue,38,6,7,9,4,0.67,2,2,2,1,2,3,1,3,16,92,109545,96598
710552733,Attrited Customer,42,M,5,Unknown,Married,$60K - $80K,Blue,36,2,9,7,4,2.0,"",5,2,2,3,1,"",3,16,99,119081,119706
710771433,Existing Customer,48,M,1,Graduate,Single,$80K - $120K,Blue,36,1,3,7,-3,-3.0,1,"","",2,2,1,1,3,10,97,106170,136265
710869008,Existing Customer,47,F,3,Graduate,Single,Unknown,Blue,36,5,2,3,4,0.8,1,"",1,"",3,"","","",5,95,111626,133809
711102858,Attrited Customer,48,F,2,Doctorate,Single,Unknown,Blue,36,4,4,7,1,0.25,1,3,"","",3,"",1,3,11,93,96353,167822
711149133,Attrited Customer,30,F,1,Graduate,Married,Unknown,Blue,18,4,2,11,-5,-1.25,"","",1,1,2,2,5,2,13,106,124125,138056
711409833,Existing Customer,45,F,5,Uneducated,Married,Less than $40K,Blue,33,3,3,7,-1,-0.33,"",1,1,1,3,2,2,"",10,70,114327,62571
711588708,Attrited Customer,50,F,2,Uneducated,Married,$40K - $60K,Blue,36,1,6,3,4,4.0,1,2,1,2,3,"","","",9,84,95938,103797
712075083,Attrited Customer,50,M,4,High School,Single,$120K +,Blue,41,4,5,4,5,1.25,"",1,2,2,2,"",1,1,9,112,135591,153043
712161858,Attrited Customer,55,F,5,Unknown,Single,Less than $40K,Blue,36,4,9,7,6,1.5,"",5,2,2,1,1,4,1,16,83,109611,113271
712682583,Existing Customer,44,M,5,High School,Single,$60K - $80K,Blue,35,3,4,4,3,1.0,1,1,2,"","",1,1,2,8,77,95523,88840
712894308,Existing Customer,47,M,4,High School,Married,$80K - $120K,Blue,37,5,5,2,8,1.6,1,"",3,1,"",1,1,"",7,92,120710,138059
712916958,Attrited Customer,55,F,2,Graduate,Married,Unknown,Blue,36,5,"",7,"","","","","","",2,2,1,2,7,111,138451,155637
713453733,Existing Customer,45,F,2,Uneducated,Single,$40K - $60K,Blue,37,6,2,9,-1,-0.17,1,"",1,"",2,1,3,3,11,92,149689,86423
713541033,Existing Customer,39,F,1,College,Single,Less than $40K,Blue,32,4,6,4,6,1.5,1,3,1,1,3,"","",1,10,74,103996,82952
713556033,Existing Customer,36,F,1,Graduate,Married,Less than $40K,Blue,22,5,2,8,-1,-0.2,1,"",1,"",3,1,2,2,10,89,120298,109153
713734758,Existing Customer,35,F,2,Graduate,Married,Unknown,Blue,23,4,3,5,2,0.5,"","",1,2,1,1,1,2,8,83,100364,97795
714103908,Existing Customer,54,F,3,Doctorate,Single,Less than $40K,Blue,36,4,4,2,6,1.5,"",1,2,1,"","",1,1,6,98,133375,134104
714125883,Existing Customer,47,M,2,Unknown,Married,$80K - $120K,Blue,36,6,9,7,8,1.33,1,4,2,2,"",1,4,2,16,95,89270,119982
714283458,Existing Customer,40,M,2,College,Single,$80K - $120K,Blue,36,5,5,5,5,1.0,"",1,3,1,"",2,2,1,10,91,106908,138057
714334383,Existing Customer,54,M,2,Graduate,Married,$60K - $80K,Blue,42,6,8,6,8,1.33,2,3,2,1,3,2,1,"",14,95,129113,128606
714368883,Existing Customer,50,F,3,Graduate,Single,Less than $40K,Blue,36,6,8,6,8,1.33,2,4,2,"",2,1,1,2,14,105,120014,148189
714466458,Existing Customer,49,F,2,High School,Married,Unknown,Blue,35,4,7,8,3,0.75,1,3,2,1,2,2,2,2,15,101,97964,146620
714479358,Attrited Customer,51,M,3,Graduate,Single,$80K - $120K,Blue,36,6,8,5,9,1.5,1,1,2,4,2,1,1,1,13,97,97145,148333
714631833,Existing Customer,53,M,4,Graduate,Married,$60K - $80K,Blue,44,3,7,5,5,1.67,"",3,3,1,2,"",2,1,12,90,104862,111125
715077483,Existing Customer,47,F,3,Doctorate,Married,Less than $40K,Blue,36,4,6,4,6,1.5,1,1,1,3,1,1,1,1,10,85,115640,93034
715466133,Existing Customer,50,F,1,Doctorate,Married,Unknown,Blue,40,3,6,7,2,0.67,"",1,"",5,1,1,4,1,13,99,162960,95702
715679733,Existing Customer,43,F,2,Uneducated,Single,Less than $40K,Blue,36,5,8,4,9,1.8,3,3,"",2,3,1,"","",12,93,110376,127821
716592558,Existing Customer,52,F,1,High School,Single,Less than $40K,Blue,36,3,3,10,-4,-1.33,"","",2,1,3,4,1,2,13,95,112770,108618
716713533,Existing Customer,53,M,3,Post-Graduate,Single,$80K - $120K,Blue,44,5,6,2,9,1.8,3,"",1,2,"","","",2,8,78,133121,74354
717131283,Existing Customer,43,F,4,High School,Divorced,$40K - $60K,Blue,34,5,3,6,2,0.4,"",1,2,"",3,"",3,"",9,95,117014,113710
717334233,Existing Customer,54,F,1,Uneducated,Single,$40K - $60K,Blue,43,1,4,3,2,2.0,"",1,1,2,"",1,1,1,7,90,115639,130557
717418158,Existing Customer,42,M,5,Unknown,Unknown,$120K +,Blue,36,4,5,8,1,0.25,3,"",1,1,5,"",2,1,13,71,97392,69974
717837858,Existing Customer,47,M,5,College,Married,$120K +,Blue,34,3,3,5,1,0.33,1,"","",2,"",2,1,2,8,108,146929,113777
718164858,Existing Customer,42,F,4,Post-Graduate,Married,Less than $40K,Blue,34,5,5,5,5,1.0,1,1,2,1,1,2,"",2,10,87,106976,110368
718370733,Existing Customer,48,F,2,Uneducated,Married,Unknown,Blue,35,2,6,8,0,0.0,1,1,4,"",3,2,1,2,14,79,102411,99017
718650258,Existing Customer,54,F,3,Graduate,Single,Unknown,Blue,47,2,3,9,-4,-2.0,"",1,2,"","",2,3,4,12,86,112574,97590
718702908,Existing Customer,53,F,2,Unknown,Single,Less than $40K,Blue,36,6,4,9,1,0.17,1,1,2,"",3,2,2,2,13,92,138662,117363
718871358,Existing Customer,45,F,2,Graduate,Single,Unknown,Blue,36,4,7,6,5,1.25,2,3,2,"",1,2,3,"",13,105,120508,145431
719048133,Existing Customer,52,F,2,Uneducated,Married,Less than $40K,Blue,42,6,7,"","","",5,"",2,"","","","","",7,99,142467,103737
719211558,Attrited Customer,45,M,2,Graduate,Single,$60K - $80K,Blue,36,1,7,1,7,7.0,1,3,2,1,1,"","","",8,107,125554,149254
721014858,Existing Customer,61,F,0,Graduate,Married,Less than $40K,Blue,53,4,7,8,3,0.75,2,1,"",4,2,4,1,1,15,100,145365,117205
721163133,Existing Customer,44,M,2,Graduate,Single,Unknown,Blue,36,6,5,4,7,1.17,"","",2,3,1,3,"","",9,97,113069,138717
750147483,Existing Customer,49,M,2,High School,Single,$80K - $120K,Blue,37,6,5,5,6,1.0,3,"","",2,"","",2,3,10,97,119181,114972
771246708,Existing Customer,40,M,5,Graduate,Unknown,$120K +,Blue,27,5,2,4,3,0.6,"","","",2,"",1,1,2,6,94,127795,103408
772506858,Existing Customer,45,F,4,High School,Single,Unknown,Blue,35,3,6,5,4,1.33,"",1,3,2,2,1,1,1,11,97,102624,137795
781131483,Existing Customer,55,M,2,High School,Married,$80K - $120K,Blue,47,3,4,9,-2,-0.67,"","",1,3,1,2,5,1,13,81,87583,106400
787596558,Existing Customer,50,M,1,Uneducated,Married,$120K +,Blue,23,5,5,6,4,0.8,3,2,"","","",2,1,3,11,107,155651,133437
789022233,Existing Customer,50,F,2,Uneducated,Single,Less than $40K,Blue,37,6,10,6,10,1.67,2,1,3,4,1,1,4,"",16,83,93604,124820
790002783,Existing Customer,38,F,2,Graduate,Single,Unknown,Blue,30,4,1,6,-1,-0.25,1,"","","",2,1,1,2,7,97,121531,136909
791822733,Existing Customer,47,F,3,High School,Single,Unknown,Blue,41,5,3,6,2,0.4,1,1,1,"",1,2,"",3,9,87,107085,128529
795855258,Existing Customer,48,F,4,College,Single,Less than $40K,Blue,42,2,7,4,5,2.5,1,3,2,1,2,1,1,"",11,93,144030,102309
804431283,Existing Customer,57,F,1,Graduate,Married,Less than $40K,Blue,52,5,5,6,4,0.8,"",3,1,1,3,2,1,"",11,95,121534,145193
804583833,Existing Customer,56,F,2,High School,Married,Unknown,Blue,51,4,14,4,14,3.5,5,2,2,5,2,1,1,"",18,87,111110,144302
804606033,Existing Customer,46,M,4,High School,Unknown,$40K - $60K,Blue,41,6,5,3,8,1.33,1,2,1,1,"",1,"",2,8,99,140142,99190
809320908,Existing Customer,42,M,3,High School,Single,$60K - $80K,Blue,37,3,5,4,4,1.33,2,"",2,1,"",2,1,1,9,101,109853,157844
817663908,Existing Customer,60,F,1,Graduate,Married,$40K - $60K,Blue,42,5,5,6,4,0.8,"",1,3,1,"",1,3,2,11,106,151913,121421
821836008,Existing Customer,57,M,2,Uneducated,Single,$80K - $120K,Blue,53,5,4,6,3,0.6,"",2,"",2,1,1,2,2,10,81,91414,133911
825856083,Existing Customer,39,M,1,Post-Graduate,Single,$40K - $60K,Blue,35,5,7,6,6,1.2,"",1,3,3,1,2,2,1,13,82,101278,113386
708155733,Existing Customer,53,M,2,High School,Single,$120K +,Blue,44,4,7,6,5,1.25,"",2,4,1,"",2,3,1,13,95,122844,143134
708231183,Existing Customer,30,M,1,Uneducated,Divorced,Unknown,Blue,22,5,11,8,8,1.6,4,2,2,3,3,2,2,1,19,101,141656,124316
708331758,Existing Customer,47,F,2,Uneducated,Divorced,Unknown,Silver,35,3,2,4,1,0.33,"",1,"",1,1,"","",3,6,99,114024,124537
708483708,Existing Customer,51,M,2,Unknown,Married,$120K +,Blue,36,5,5,7,3,0.6,"",1,"",4,"",1,2,4,12,98,136100,122337
708720558,Existing Customer,44,M,3,College,Married,$60K - $80K,Blue,30,5,6,6,5,1.0,2,1,2,1,2,2,1,1,12,89,142810,98751
708797583,Attrited Customer,49,F,4,Unknown,Single,Unknown,Blue,31,6,3,8,1,0.17,1,1,1,"","",5,2,1,11,94,140860,90177
708822783,Existing Customer,53,F,2,High School,Single,Less than $40K,Blue,36,4,2,6,0,0.0,1,"","",1,"",1,3,2,8,89,85319,132192
708828258,Existing Customer,55,M,2,College,Married,$120K +,Blue,37,5,2,3,4,0.8,1,1,"","","","",1,2,5,80,115548,98923
709085358,Existing Customer,36,M,1,Graduate,Single,$60K - $80K,Blue,36,3,7,7,3,1.0,2,"",2,3,3,1,1,2,14,95,150577,90254
709319658,Attrited Customer,48,F,4,Graduate,Single,Less than $40K,Platinum,37,5,13,5,13,2.6,2,5,5,1,1,3,"",1,18,85,121425,102732
709468683,Existing Customer,64,F,0,High School,Married,Less than $40K,Blue,56,6,6,8,4,0.67,1,1,2,2,4,1,2,1,14,100,116876,91274
709530408,Existing Customer,45,M,4,Doctorate,Single,$120K +,Gold,36,1,3,3,1,1.0,1,1,"",1,1,"",2,"",6,85,102985,114735
709722858,Existing Customer,50,M,1,Graduate,Married,$60K - $80K,Blue,37,2,6,5,3,1.5,1,1,2,2,2,3,"","",11,101,115281,122409
709793133,Existing Customer,43,F,2,Unknown,Single,$40K - $60K,Blue,36,6,2,1,7,1.17,"","",2,"","","",1,"",3,90,122352,105857
710382108,Existing Customer,39,F,3,Post-Graduate,Married,Less than $40K,Blue,19,5,4,8,1,0.2,1,2,1,"",1,4,3,"",12,92,127044,102558
710698233,Existing Customer,37,M,4,Graduate,Married,$80K - $120K,Blue,28,4,6,6,4,1.0,2,1,3,"",2,"","",4,12,98,121471,109517
710727333,Attrited Customer,49,F,3,High School,Married,Less than $40K,Blue,36,4,4,8,0,0.0,"",2,2,"",2,1,3,2,12,97,138123,119377
711089733,Existing Customer,50,F,2,College,Divorced,Less than $40K,Blue,36,3,3,6,0,0.0,2,1,"","",1,3,"",2,9,73,75850,96688
711642108,Existing Customer,30,F,1,Uneducated,Married,Unknown,Blue,13,5,4,5,4,0.8,"",2,1,1,1,2,"",2,9,102,135636,128009
712470033,Existing Customer,44,F,3,College,Single,Less than $40K,Blue,30,6,9,9,6,1.0,3,2,2,2,1,3,1,4,18,90,138165,87898
712514508,Existing Customer,47,M,2,Unknown,Married,$120K +,Blue,37,6,3,2,7,1.17,1,"","",2,"","",1,1,5,82,122093,100773
712650333,Existing Customer,48,M,3,College,Married,$60K - $80K,Blue,37,3,8,5,6,2.0,2,2,3,1,2,1,"",2,13,92,116258,100899
712662783,Attrited Customer,43,F,2,College,Married,Unknown,Blue,36,1,10,5,6,6.0,2,3,4,1,1,2,2,"",15,85,83581,101268
712934583,Existing Customer,44,F,4,Uneducated,Married,Less than $40K,Silver,36,6,4,10,0,0.0,1,1,2,"",1,3,5,1,14,81,107996,109741
713246208,Existing Customer,65,M,1,Unknown,Single,$40K - $60K,Blue,56,6,5,10,1,0.17,2,1,1,1,1,4,4,1,15,87,123306,116740
